ids,datetime,likes,shares,comments,likes_reactions,reactions,total,chars_count,words_count,message,date,unique_comments
79770243223_10150262756923224,2011-08-16 06:50:55,74,0,5,74,0,79,812.0,50.0,"Exchange Program Alumni of The U.S. Embassy conducted a series of six workshops on environemental and clean up activities with more than 300 high school students in Battambang.

The goal is to improve the environment in their community, especially the river in the middle of their town.

Read more: http://cambodia.usembassy.gov/seaylp_environmental_project.html
More Photos: https://picasaweb.google.com/106739195343586325665/SouthEastAsiaYouthLeadershipProgramAlumniCelebrateASuccesfulEnvironmentalProject

       

     ",2011-08-16,5.0
79770243223_10152837748078224,2015-03-12 01:50:42,2266,86,39,2266,0,2391,60.0,,"U.S. Embassy Phnom Penh, Cambodia updated their cover photo.",2015-03-12,38.0
79770243223_10150260302738224,2011-08-13 06:01:21,99,0,26,99,0,125,231.0,27.0,"...opened a magazine in our Information Resource Center and saw this. Beautiful picturesque background er...but wait... where did she take this picture? It looks kind of familiar... :)

http://cambodia.usembassy.gov/resources.html",2011-08-13,17.0
79770243223_10151195332383224,2012-11-04 14:02:49,278,5,7,278,0,290,190.0,5.0,"*  ?

 link   Todd 

() http://goo.gl/OeK4G
(English) http://goo.gl/idgVg",2012-11-04,7.0
79770243223_10153027079038224,2015-06-06 07:00:00,2226,121,13,2226,0,2360,527.0,69.0,"Yesterday, the #USAID Supporting Forests and Biodiversity Project joined the Cambodian government through Ministry of Environment to celebrate World Environmental Day 2015 in Kratie, Stung Treng and Preah Vihear provinces.  More than 2,000 people attended the event.  The celebration promotes environmental awareness and encourages all stakeholders to take constructive actions to protect our natural environment.

Picture: Students celebrate World Environment Day 2015 in Preah Vihear province. 
#Cambodia #WorldEnvironmentDay",2015-06-06,13.0
79770243223_10152343740468224,2014-07-25 08:55:56,738,27,10,738,0,775,274.0,39.0,"Celebrating Diversity: A Conversation with Miss America

Join a webchat with the current Miss America 2014, Nina Davuluri, as she discusses diversity in STEM education and the Indian-American experience.  She will take your live questions. More info at http://goo.gl/wB8ld6.",2014-07-25,10.0
79770243223_139603654394,2009-09-22 01:21:05,4,0,0,4,0,4,67.0,9.0,U.S. Embassy Celebrates Ramadan with the Cambodian Muslim Community,2009-09-22,
79770243223_10153273057748224,2015-09-30 04:32:44,716,34,6,716,0,756,965.0,76.0,"   Entomology Collection - EntoCollect (CEI)  

 USAID   CEI     
 https://www.youtube.com/watch?v=LVQSoANP92g

Say hello to some of the amazing members of Cambodian Entomology Initiatives (CEI), a team of students and researchers from the Royal University of Phnom Penhs Department of Biology.  With support from USAID and the National Science Foundation, the work of CEI is helping Cambodians better understand insect diversity, while developing a national entomology collection and improving agricultural pest management for food security.  See more at https://www.youtube.com/watch?v=LVQSoANP92g.",2015-09-30,6.0
79770243223_10153996101508224,2016-09-06 10:13:26,1025,111,11,1041,16,1163,3171.0,261.0," Alison  Kyra Carter   University of Illinois at Urbana-Champaign         

When you picture Angkor Wat, you might think of the imposing and elegant temple surrounded by a thick forest of trees. However, archaeologists now know that when Angkor Wat was built, it was surrounded by a series of mounds that are likely places where people lived. Dr. Alison Kyra Carter, Visiting Assistant Professor, University of Illinois at Urbana-Champaign.

    ?  Greater Angkor Project (GAP)   Sydney 

Much of what is known about life at Angkor Wat comes from inscriptions on stone temple structures, which only tell the stories of the elites. But what about the lives of the ordinary citizens who made Angkor one of the largest population centers of its time? This question is a topic of interest for the scientists of the Greater Angkor Project (GAP)  a joint initiative between the Apsara Authority  and the University of Sydney.

  GAP   Alison Kyra Carter            Carter   Khmer Times      Carter   https://kh.usembassy.gov//household-archaeology-angkor-wa/ 
(   )

Last year, a GAP team led by U.S. archaeologist Dr. Alison Kyra Carter and her colleague Chhay Rachna carefully excavated a single mound that scientists believe used to be the site of a household. This painstaking and difficult work led to some amazing new discoveries, which Dr. Carter wrote about in a recent essay first published in the Khmer Times. The archaeologists found evidence of household activities, including what the people ate and how they cooked their food. 

To read Dr. Carters essay in Khmer, click here: https://kh.usembassy.gov/km/household-archaeology-angkor-wat-kh/

To read the essay in English, click here: http://www.khmertimeskh.com/news/26973/household-archaeology-at-angkor-wat/.

(Note: This article was translated by the U.S. Embassy with the permission of the author and the APSARA Authority.)",2016-09-06,8.0
79770243223_129599470432581,2010-12-08 03:41:40,2,0,0,2,0,2,188.0,31.0,"Attention U.S. Citizen Voters:
DoS and our partner, FVAP, want to know about your voting experience so we can take concrete steps to improve the process.
Click the link below to read more.",2010-12-08,
79770243223_10152757603148224,2015-01-31 07:00:01,771,16,3,771,0,790,106.0,14.0,Watch these videos and see for yourself: free speech defeats hate speech. #FreeSpeech http://goo.gl/uIbtPP,2015-01-31,3.0
79770243223_10151907960758224,2013-12-09 03:16:43,141,8,7,141,0,156,647.0,73.0,"""As the economy continues to expand, business enterprises from across the globe will look for opportunities in Cambodia, which prompted a reader to write, As a factory worker, I want to know if U.S. companies look at how workers are treated before they decide to do business in Cambodia.

I can say unequivocally that labor conditions are a critical consideration of U.S. firms looking to invest in Cambodia.""

Click the links to read Ambassador Todd's column:

() http://www.cen.com.kh/localnews/show_detail/29?token=N2Q3N2MzNG

(English) http://www.thecambodiaherald.com/opinion/detail/3?token=YzA5YjI1ZDJmZTQzMzliYzYzZjczNmUyNWZmNjAw",2013-12-09,4.0
79770243223_10153074446603224,2015-06-29 15:25:42,384,15,1,384,0,400,177.0,4.0,"Read about Connecticut:

() http://khmer.cambodia.usembassy.gov/connecticut.html

(English) http://iipdigital.usembassy.gov/st/english/inbrief/2012/06/201206046775.html",2015-06-29,1.0
79770243223_10153399278938224,2015-12-17 05:21:21,274,49,4,274,0,327,481.0,66.0,"This #ThrowbackThursday only takes us back to last weekend, when over 40,000 people showed up for an unforgettable concert with international superstar Jessie J! The show also featured artists like Cambodian-American Laura Mam, Jimmy Kiss, Sreyleak, and Khmeng Khmer. Thanks to Smart Axiata and Universal Music Group for helping to bring people together in #Cambodia through the power of music. For more photos, please visit https://www.flickr.com/photos/usembassyphnompenh/.

#tbt",2015-12-17,4.0
79770243223_10151908229568224,2013-12-09 06:27:00,73,7,3,73,0,83,306.0,49.0,"On behalf of the American people, Dr. Maya Angelou dedicates a poem to the people of South Africa expressing sorrow at Nelson Mandelas passing, and gratitude for his contributions to their country and the rest of the world.

Watch His Day is Done  A Tribute Poem for Nelson Mandela by Dr. Maya Angelou.",2013-12-09,3.0
79770243223_155594307797379,2010-09-29 03:10:43,7,0,3,7,0,10,361.0,54.0,"Sept. 24, 2010  Forty-nine Americans were sworn-in yesterday as Peace Corps/Cambodia volunteers by U.S. Ambassador to Cambodia Carol A. Rodley. This group of volunteers makes up the largest group of American Peace Corps volunteers to serve in Cambodia, and includes the first-ever group of community health educators.

Click the link below to read the article.",2010-09-29,3.0
79770243223_10153628366628224,2016-03-29 05:38:54,750,0,11,760,10,771,1087.0,175.0,"The 2016 White House Easter Egg Roll, hosted on Monday by President Obama and First Lady Michelle Obama, welcomed more than 35,000 jubilant visitors to the White House lawn with the theme Lets Celebrate, in honor of President Obamas final year in office. This annual tradition is a fun way to celebrate the Easter holiday and is also a reminder of the beginning of the spring season. 

The Easter Egg Roll at the White House is a 138-year-old tradition started by President Rutherford B. Hayes when he invited a group of young children to roll Easter eggs on the lawn. This year's event was a fun-filled day of activities including the egg-roll, musical performances, cooking demonstrations, celebrity appearances, fitness activities and more. 

The President and Mrs. Obama also took time to read the classic story Where the Wild Things Are to a group of young children. Watch the video and see them act out the characters from the book!  Watch the full video from today's event and learn more about the history of the Easter Egg Roll here https://www.whitehouse.gov/eastereggroll",2016-03-29,9.0
79770243223_10152848466103224,2015-03-17 03:41:31,3163,52,23,3163,0,3238,407.0,67.0,"Wow! We've received so many great photos of people with a cut-out of the First Lady. Keep your submissions coming. Be creative and print pictures or cut them out of magazines to show you and Michelle Obama in or around town. Send your photos to PhnomPenhTwitter@state.gov and we will keep posting them to show your support for Michelle Obama's upcoming visit to Cambodia.  

#Cambodia #FLOTUS #LetGirlsLearn",2015-03-17,22.0
79770243223_10152939520393224,2015-04-28 03:08:36,816,28,3,816,0,847,230.0,31.0,"The USA pavilion at the 2015 World Food Expo will highlight technological solutions to food security challenges, including the vertical farm system shown here. How can technology help feed people? http://goo.gl/9Ml0Va
ShareAmerica",2015-04-28,3.0
